SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Regione;FullSiteCode;Elevation_flag
332;N020;Ponte Piuma;13.6143;45.9562;65;FVG;OD:N020;1
333;N021;Gorizia teleferica Ponte Piuma;13.6156;45.957;65;FVG;OD:N021;1
334;N022;GORIZIA PRESA C.B.P.I.;13.596;45.9341;49;FVG;OD:N022;1
335;N023;Mainizza;13.5589;45.9064;40;FVG;OD:N023;1
336;N024;FARRA D'ISONZO M. FORTIN;13.5344;45.9083;52;FVG;OD:N024;1
337;N026;GRADISCA D'ISONZO;13.4971;45.8845;30;FVG;OD:N026;1
338;N027;Gradisca d'Isonzo ponte pedonale;13.5052;45.8857;31;FVG;OD:N027;1
339;N028;Gradisca d'Isonzo casello idraulico;13.5001;45.8827;64;FVG;OD:N028;1
340;N029;Sagrado ponte SS 305;13.485;45.8786;29;FVG;OD:N029;1
341;N030;RUDA CIMITERO;13.404;45.832;10;FVG;OD:N030;1
342;N031;Gorizia via San Gabriele;13.6338;45.9529;92;FVG;OD:N031;1
