SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
603;43;Villamassargia;8.64;39.2759;113;1;OD:043;NA;20;NA
604;45;Siliqua FF.SS.;8.807;39.3012;63;1;OD:045;NA;20;NA
605;47;Uta (C.R.A.);8.9258;39.2951;14;1;OD:047;NA;20;NA
606;48;Capoterra;8.9707;39.1748;48;1;OD:048;NA;20;NA
607;50;Is Cannoneris (Caserma);8.8529;39.0351;594;1;OD:050;NA;20;NA
608;51;Piscinamanna (Caserma);8.9194;38.9922;153;1;OD:051;NA;20;NA
609;53;Pula;9.0026;39.0105;11;1;OD:053;NA;20;NA
610;54;Rio Perdosu;8.9284;38.9417;107;1;OD:054;NA;20;NA
611;55;Domus de Maria;8.8638;38.9443;80;1;OD:055;NA;20;NA
612;57;Teulada;8.7728;38.9697;102;1;OD:057;NA;20;NA
613;58;S.Anna Arresi;8.6408;39.0053;64;1;OD:058;NA;20;NA
614;59;Porto Pino;8.5998;38.9677;8;1;OD:059;NA;20;NA
615;60;Pantaleo;8.7979;39.0902;259;1;OD:060;NA;20;NA
616;61;Santadi;8.7158;39.0935;119;1;OD:061;NA;20;NA
617;63;Campanasissa (C.ra);8.7752;39.2077;313;1;OD:063;NA;20;NA
618;66;Rosas (M.ra);8.7157;39.2071;344;1;OD:066;NA;20;NA
619;67;Narcao;8.6755;39.1686;136;1;OD:067;NA;20;NA
620;70;Terraseu;8.6255;39.2042;360;1;OD:070;NA;20;NA
621;71;Palmas Suergiu;8.5579;39.069;10;1;OD:071;NA;20;NA
622;72;S.Antioco;8.4575;39.0656;11;1;OD:072;NA;20;NA
623;74;Carloforte;8.3124;39.1374;5;1;OD:074;NA;20;NA
624;75;Bacu Abis (Flumentepido);8.4818;39.188;72;1;OD:075;NA;20;NA
625;76;Monteponi (M.ra);8.5086;39.2996;133;1;OD:076;NA;20;NA
626;81;Su Zurfuru (M.ra);8.4998;39.4198;167;1;OD:081;NA;20;NA
627;82;Fluminimaggiore;8.499;39.437;84;1;OD:082;NA;20;NA
628;84;Montevecchio (M.ra);8.5706;39.5571;397;1;OD:084;NA;20;NA
629;85;Gonnosfanadiga;8.6618;39.4928;180;1;OD:085;NA;20;NA
